Sr. No.,Work category,WORK,State,IDA,Hon'ble Members of Parliament,Elected/Nominated,Work description,Recommended date,RECOMMENDED AMOUNT   ( ₹ ),Sanction Date
4215,Normal/Others,"WS/MP139/2024-2025/133777-Construction of roads, link roads, pathways or any other road with or without drainage system",Puducherry,Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),Shri S. Selvaganabathy (2021-27) (2021-2027),Elected MP,"Reconstruction of canal at Gandhithirunallur in Indira nagar constituency, Puducherry. (Phase-I).",2024-07-20,3000000,2025-02-04
4216,Normal/Others,"WS/MP139/2025-2026/133778-Construction of roads, link roads, pathways or any other road with or without drainage system",Puducherry,Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),Shri S. Selvaganabathy (2021-27) (2021-2027),Elected MP,Providing road and drainage facilities to the Roja nagar at Kodathur Manavely village in Mannadipet Constituency.,2024-07-20,3000000,2025-04-11
4217,Normal/Others,"WS/MP084/2024-2025/133781-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),Shri Jaggesh (2022-28) (2022-2028),Elected MP,"Road Development Work at Kanshiram Nagar, Abbagere village, Bengaluru North Taluk, T.Dasarahalli Assembly, Bengaluru Urban District.",2024-07-20,3000000,2024-11-19
4218,Normal/Others,"WS/MP084/2024-2025/133782-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),Shri Jaggesh (2022-28) (2022-2028),Elected MP,"Road Development Work at Hesaraghatta Village, Yelahanka Taluk, Yelahanka Assembly, Bengaluru Urban District.",2024-07-20,2000000,2024-11-19
4219,Normal/Others,"WS/MP001/2024-2025/133792-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"3 Suresh Mahto House to Dinesh Mahto house by Dev Raj Prasad House. Block Pandarak, Gram Panchyat Raily, Bind Toli, under Mokama Lagislative Assembly Constituency,(Estimated Amount 15,00,000/- ( Fifteen Lakhs only)",2024-07-20,1484806,2024-08-01
4220,Normal/Others,"WS/MP001/2024-2025/133793-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"2Sena Mahto House to Moli Mahto house by Sravan ji House , Blcok Pandarak, Gram Panchayat Raily, Gram Raily English,Under Mokama Lagislative Assembly Constituency. (Estimated Amount 15,00,000/- Fifteen Laksh only)",2024-07-20,1481756,2024-08-01
4221,Normal/Others,"WS/MP001/2024-2025/133794-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"4Kali Mandir to Suresh house Block Pandarak, Gram Panchyat Raily, Gram Raily English,Undrer Mokam Lagislative Assembly Constituency(Estimated Amount 15,00,000/- (Fifteen Lakhs only)",2024-07-20,1486100,2024-08-01
4222,Normal/Others,"WS/MP001/2024-2025/133795-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,"1 Bablu ji house to Raj dev ji house by Yogendra saw house Block Pandarak, Gram Panchayat Raily ,Gram Raily Under Mokama Lagislative Assembly Constituency. (Estimated Amount 15,00,000/-(Fifteen Lakhs Only)",2024-07-20,1484127,2024-08-01
4223,Normal/Others,WS/MP233/2024-2025/133814-Construction of footpaths and pedestrian ways,Nagaland,MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA),Smt. S. Phangnon Konyak (2022-28) (2022-2028),Elected MP,Construction of Cemetery Footsteps,2024-07-20,2000000,2024-10-04
4224,Normal/Others,WS/MP233/2024-2025/133815-Construction of community centers and community halls,Nagaland,WOKHA(Deputy Commissioner Wokha_IDA),Smt. S. Phangnon Konyak (2022-28) (2022-2028),Elected MP,Construction of Community Hall,2024-07-20,2500000,2024-12-02
4225,Normal/Others,WS/MP233/2024-2025/133816-Providing drains and gutters for public drainage,Nagaland,KOHIMA(DEPUTY COMMISIONER_7),Smt. S. Phangnon Konyak (2022-28) (2022-2028),Elected MP,Construction of Drainage,2024-07-20,1000000,2024-12-19
4226,Normal/Others,WS/MP233/2024-2025/133817-Providing drains and gutters for public drainage,Nagaland,MON(Deputy Commissioner Mon_IDA),Smt. S. Phangnon Konyak (2022-28) (2022-2028),Elected MP,Construction of Drainage,2024-07-20,3000000,2024-09-12
4227,Normal/Others,"WS/MP233/2024-2025/133818-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Nagaland,MON(Deputy Commissioner Mon_IDA),Smt. S. Phangnon Konyak (2022-28) (2022-2028),Elected MP,Prevention of Agricultural Land Erosion and Flood at Tizit River,2024-07-20,25000000,2024-07-31
4228,Normal/Others,"WS/MP233/2024-2025/133819-Purchase of IT systems, including hardware and software for educational purposes",Nagaland,PEREN(Deputy Commissioner Peren_IDA),Smt. S. Phangnon Konyak (2022-28) (2022-2028),Elected MP,Upgradation of Computer Infrastructure at St. Xavier College,2024-07-20,1500000,2024-09-07
4229,Normal/Others,WS/MP233/2024-2025/133820-Development of public parks,Nagaland,Tseminyu(Deputy Commissioner Tseminyu_IDA),Smt. S. Phangnon Konyak (2022-28) (2022-2028),Elected MP,Beautification of Village,2024-07-20,500000,2024-11-21
4230,Normal/Others,WS/MP233/2024-2025/133821-Construction of common work sheds/ common covered sitting area,Nagaland,WOKHA(Deputy Commissioner Wokha_IDA),Smt. S. Phangnon Konyak (2022-28) (2022-2028),Elected MP,Construction of Waiting Shed,2024-07-20,500000,2024-12-02
4231,Normal/Others,WS/MP233/2024-2025/133822-Providing drains and gutters for public drainage,Nagaland,MON(Deputy Commissioner Mon_IDA),Smt. S. Phangnon Konyak (2022-28) (2022-2028),Elected MP,Construction of Drainage below Vinngoi,2024-07-20,1000000,2024-11-29
4232,Normal/Others,"WS/MP233/2024-2025/133823-Retrofitting, preservation or conservation of heritage and archaeological monuments and buildings",Nagaland,MON(Deputy Commissioner Mon_IDA),Smt. S. Phangnon Konyak (2022-28) (2022-2028),Elected MP,Construction of Heritage Site at Mon,2024-07-20,6000000,2024-08-05
4233,Normal/Others,WS/MP233/2024-2025/133824-Development of playfields and sports grounds,Nagaland,WOKHA(Deputy Commissioner Wokha_IDA),Smt. S. Phangnon Konyak (2022-28) (2022-2028),Elected MP,Construction of Rostrum,2024-07-20,1000000,2024-12-02
4234,Normal/Others,WS/MP233/2024-2025/133825-Construction of common work sheds/ common covered sitting area,Nagaland,KOHIMA(DEPUTY COMMISIONER_7),Smt. S. Phangnon Konyak (2022-28) (2022-2028),Elected MP,Construction of Rest Camp,2024-07-20,1500000,2024-12-20
4235,Normal/Others,"WS/MP233/2024-2025/133826-Construction of roads, link roads, pathways or any other road with or without drainage system",Nagaland,MON(Deputy Commissioner Mon_IDA),Smt. S. Phangnon Konyak (2022-28) (2022-2028),Elected MP,Construction of Approach Road,2024-07-20,1200000,2024-11-09
4236,Normal/Others,WS/MP233/2024-2025/133827-Construction of water tanks,Nagaland,TUENSANG(Deputy Commissioner Tuensang_IDA),Smt. S. Phangnon Konyak (2022-28) (2022-2028),Elected MP,Water Tank at Tuensang Town Cemetery,2024-07-20,2000000,2024-10-19
4237,Normal/Others,WS/MP233/2024-2025/133828-Purchase of training equipment,Nagaland,MON(Deputy Commissioner Mon_IDA),Smt. S. Phangnon Konyak (2022-28) (2022-2028),Elected MP,Upgradation of Weaving Infrastructure,2024-07-20,300000,2024-10-06
4238,Normal/Others,"WS/MP084/2024-2025/133833-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),Shri Jaggesh (2022-28) (2022-2028),Elected MP,"Road Development Work at Anadagu village, Mayasandra Gram Panchayat, Turuvekere Taluk, Tumakuru District.",2024-07-21,500000,2024-12-17
4239,Normal/Others,"WS/MP084/2024-2025/133834-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),Shri Jaggesh (2022-28) (2022-2028),Elected MP,"Road Development Work : Anadagu village, Mayasandra Gram Panchayat, Turuvekere Taluk, Tumakuru District.",2024-07-21,500000,2024-12-17
4240,Normal/Others,"WS/MP084/2024-2025/133835-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),Shri Jaggesh (2022-28) (2022-2028),Elected MP,"Road Development Work : Anadagu village, Mayasandra Gram Panchayat, Turuvekere Taluk, Tumakuru District.",2024-07-21,500000,2024-12-17
4241,Normal/Others,"WS/MP084/2024-2025/133836-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),Shri Jaggesh (2022-28) (2022-2028),Elected MP,"Road Development Work from Anadagu village Kemppamma Temple to Narayan House, Anadagu village, Mayasandra Gram Panchayat, Turuvekere Taluk, Tumakuru District.",2024-07-21,500000,2024-12-17
4242,Normal/Others,"WS/MP084/2024-2025/133837-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),Shri Jaggesh (2022-28) (2022-2028),Elected MP,"Road Development Work from Chikkasettikere Main Road to Radhakrishna Thota, Chikkasettikere village, Mayasandra Gram Panchayat, Turuvekere Taluk, Tumakuru District.",2024-07-21,500000,2024-12-17
4243,Normal/Others,"WS/MP084/2024-2025/133838-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),Shri Jaggesh (2022-28) (2022-2028),Elected MP,"Road Development Work from Radhakrishna Thota to Hucchappa Nayak Thota Chikkasettikere village, Mayasandra Gram Panchayat, Turuvekere Taluk, Tumakuru District.",2024-07-21,500000,2024-12-17
4244,Normal/Others,"WS/MP084/2024-2025/133839-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),Shri Jaggesh (2022-28) (2022-2028),Elected MP,"Road Development Work from Chikkasettikere Main Road to Ramanna Thota, Chikkasettikere village, Mayasandra Gram Panchayat, Turuvekere Taluk, Tumakuru District.",2024-07-21,500000,2024-12-17
4245,Normal/Others,"WS/MP084/2024-2025/133840-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),Shri Jaggesh (2022-28) (2022-2028),Elected MP,"Road Development Work from Chikkabeeranakere Main Road to Babu's Thota, Chikkabeeranakere village, Mayasandra Gram Panchayat, Turuvekere Taluk, Tumakuru District.",2024-07-21,500000,2024-12-17
4246,Normal/Others,"WS/MP084/2024-2025/133841-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),Shri Jaggesh (2022-28) (2022-2028),Elected MP,"Road Development Work from Mayasandra Main Road to Lake, Mayasandra, Mayasandra Gram Panchayat, Turuvekere Taluk, Tumakuru District.",2024-07-21,500000,2024-12-17
4247,Normal/Others,"WS/MP084/2024-2025/133842-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),Shri Jaggesh (2022-28) (2022-2028),Elected MP,"C.C Road Development Work from Jadiya village Harijan colony to Shri Ranganatha Temple, Jadiya village, Soravanahalli Gram Panchayat, Turuvekere Taluk, Tumakuru District.",2024-07-21,500000,2024-12-17
4248,Normal/Others,"WS/MP084/2024-2025/133843-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),Shri Jaggesh (2022-28) (2022-2028),Elected MP,"C.C Road Development Work from Nagarj House to Nanjegowda House , Jadiya village, Soravanahalli Gram Panchayat, Turuvekere Taluk, Tumakuru District.",2024-07-21,500000,2024-12-17
4249,Normal/Others,"WS/MP084/2024-2025/133844-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),Shri Jaggesh (2022-28) (2022-2028),Elected MP,"Road Development Work from Thathegowda's Thota to Rangappa's Thota, Jadiya village, Soravanahalli Gram Panchayat, Turuvekere Taluk, Tumakuru District.",2024-07-21,500000,2024-12-17
4250,Normal/Others,"WS/MP084/2024-2025/133845-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),Shri Jaggesh (2022-28) (2022-2028),Elected MP,"Road Development Work from Rangappa's Thota to Ganganna's Thota, Jadiya village, Soravanahalli Gram Panchayat, Turuvekere Taluk, Tumakuru District.",2024-07-21,500000,2024-12-17
4251,Normal/Others,"WS/MP084/2024-2025/133846-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),Shri Jaggesh (2022-28) (2022-2028),Elected MP,"Road Development Work from Shivramaiah's Thota to Ramanna's Thota, Jadiya village, Soravanahalli Gram Panchayat, Turuvekere Taluk, Tumakuru District.",2024-07-21,500000,2024-12-17
4252,Normal/Others,NA-Construction of culverts and bridges,Karnataka,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),Shri Jaggesh (2022-28) (2022-2028),Elected MP,"Construction of Bridge near Mayanna's Thota, Jadiya village, Soravanahalli Gram Panchayat, Turuvekere Taluk, Tumakuru District.",2024-07-21,500000,NA
4253,Normal/Others,"WS/MP084/2024-2025/133848-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),Shri Jaggesh (2022-28) (2022-2028),Elected MP,"Road Development Work from Beerinakere Road to Mayanna's Thota, Jadiya village, Soravanahalli Gram Panchayat, Turuvekere Taluk, Tumakuru District.",2024-07-21,500000,2024-12-17
4254,Normal/Others,WS/MP081/2024-2025/133849-Construction of common work sheds/ common covered sitting area,Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Construction of shed in Rohandih village under Ormanjhi block.,2024-07-21,611000,2024-08-21
4255,Repair and Renovation,WS/MP081/2024-2025/133850-Construction of community centers and community halls,Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Repair of community hall in Kukui village under Ormanjhi block.,2024-07-21,400000,2024-08-21
4256,Normal/Others,WS/MP081/2024-2025/133852-Construction of common work sheds/ common covered sitting area,Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Construction of Chabutra in Bundu village under Ormanjhi block.,2024-07-21,250000,2024-08-21
4257,Normal/Others,"WS/MP081/2024-2025/133853-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Construction of PCC road from Yashoda devi ji house towards Shakuntala devi ji house in bedwari new colony village under Angara block.,2024-07-21,500000,2024-08-21
4258,Normal/Others,"WS/MP081/2024-2025/133854-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Construction of PCC road from Getalsud main road towards RTC public school under Angara block.,2024-07-21,850000,2024-08-21
4259,Normal/Others,WS/MP081/2024-2025/133855-Construction of community centers and community halls,Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,"Construction of Bhawan in near nehru academy, hochar village under kanke block",2024-07-21,1000000,2024-08-21
4260,Normal/Others,WS/MP081/2024-2025/133856-Construction of common work sheds/ common covered sitting area,Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Construction of shed near Sureshwari temple Chutia Samlong,2024-07-21,1000000,2024-08-21
4261,Normal/Others,WS/MP081/2024-2025/133857-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Construction of cremation in Hochar village under Kanke block,2024-07-21,1000000,2024-08-21
4262,Normal/Others,"WS/MP081/2024-2025/133858-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Construction of PCC road from Dhariyari path Umesh sahu house towards Nandlal mahto house in Sukurhuttu village under Kanke block,2024-07-21,1000000,2024-08-21
4263,Normal/Others,WS/MP081/2024-2025/133859-Construction of community centers and community halls,Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Construction of community hall on the banks of Dhordhoro river of Katamkulli under Kanke block.,2024-07-21,1450000,2024-08-21
4264,Normal/Others,"WS/MP081/2024-2025/133860-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Construction of PCC road in Hariom Colony of Mesra East under Kanke block.,2024-07-21,500000,2024-08-21
4265,Normal/Others,"WS/MP081/2024-2025/133861-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Construction of PCC road from village Gobarhappa main road towards Hundur Akhara under Kanke block.,2024-07-21,500000,2024-08-21
