"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"2656","Chhattisgarh","Construction of rooms and halls in school and colleges","WS/MP18048/2026-2027/298600","Dakshin Bastar Dantewada(Collector Dantewada_IDA)","MAHESH KASHYAP","BASTAR(ST)","27-Aug-2026","KHAND SHROT SAMANVAYAK SAMAGRA SIKSHA VIKASKHAND GEEDAM","Payment In-Progress","1250000"
"2657","Himachal Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP18328/2026-2027/267699","MANDI(DEPUTY COMMISSIONER MANDI_IDA)","Kangana Ranaut","MANDI","27-Aug-2026","Gram Panchayat Hataun","Payment In-Progress","100000"
"2658","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18257/2026-2027/236225","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","ABHIJIT GANGOPADHYAY","TAMLUK","25-Aug-2026","MS GOPINATH MAITY","Payment In-Progress","342151"
"2659","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18257/2026-2027/260192","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","ABHIJIT GANGOPADHYAY","TAMLUK","25-Aug-2026","TIRUPATI ENTERPRISE","Payment In-Progress","348032"
"2660","Tamil Nadu","Construction of buildings for community cultural activities","WS/MP18312/2026-2027/227530","TIRUCHIRAPPALLI(DISTRICT COLLECTOR TIRUCHIRAPPALLI_IDA)","DURAI VAIKO","TIRUCHIRAPPALLI","27-Aug-2026","Santhiya","Payment In-Progress","1059245"
"2661","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18069/2025-2026/239779","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","RAJEEV BHARDWAJ","KANGRA","29-Aug-2026","Mukesh Kumar","Payment In-Progress","582973"
"2662","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18034/2025-2026/264760","VAISHALI(DISTRICT PLANNING OFFICER VAISHALI_IDA)","CHIRAG PASWAN","HAJIPUR(SC)","26-Aug-2026","SHREE SHYAM ENTERPRISES","Payment In-Progress","988493"
"2663","Uttarakhand","Construction of common work sheds/ common covered sitting area","WS/MP021/2026-2027/268956","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","27-Aug-2026","HARISH CHANDRA BHATT TRADERS","Payment In-Progress","85107"
"2664","Gujarat","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP575/2025-2026/162949","NAVSARI(DISTRICT COLLECTOR NAVSARI_IDA)","C R Patil","NAVSARI","24-Aug-2026","khergam vibhag majur ane kamagaro sahkari mandli limited khergam","Payment In-Progress","500000"
"2665","Bihar","Construction of public staircase/ stair ghat for public convenience","WS/MP316/2025-2026/274954","SARAN(DISTRICT PLANNING OFFICE SARAN CHAPRA_IDA)","Shri Janardan Singh Sigriwal","MAHARAJGANJ_BR","27-Aug-2026","ANIL KUMAR SINGH","Payment In-Progress","812494"
"2666","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP386/2026-2027/243829","Didwana-Kuchaman(DISTRICT COLLECTOR Didwana Kuchaman_IDA)","Shri Hanuman Beniwal","NAGAUR","26-Aug-2026","SHIV CONSTRUCTION PARBATSAR","Payment In-Progress","564000"
"2667","Tamil Nadu","Construction of community centers and community halls","WS/MP18181/2026-2027/305132","COIMBATORE(DISTRICT COLLECTOR COIMBATORE_IDA)","ESWARASAMY K","POLLACHI","27-Aug-2026","JAYALAKSHMI BUILDERS","Payment In-Progress","2000000"
"2668","Telangana","Installing tube-wells and borewells","WS/MP770/2026-2027/181064","KARIMNAGAR(DISTRICT COLLECTOR KARIMNAGAR_IDA)","Sanjay Kumar Bandi","KARIMNAGAR","27-Aug-2026","DEVENDER REDDY KAVVA","Payment In-Progress","193764"
"2669","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18172/2025-2026/144452","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","MANNA LAL RAWAT","UDAIPUR(ST)","27-Aug-2026","GAURAV","Payment In-Progress","2750"
"2670","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18172/2025-2026/144452","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","MANNA LAL RAWAT","UDAIPUR(ST)","27-Aug-2026","GAURAV","Payment In-Progress","3250"
"2671","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18172/2025-2026/144452","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","MANNA LAL RAWAT","UDAIPUR(ST)","27-Aug-2026","PRABHU LAL GAYARI","Payment In-Progress","2750"
"2672","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18172/2025-2026/144452","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","MANNA LAL RAWAT","UDAIPUR(ST)","27-Aug-2026","PRABHU LAL GAYARI","Payment In-Progress","7200"
"2673","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18172/2025-2026/144452","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","MANNA LAL RAWAT","UDAIPUR(ST)","27-Aug-2026","PRITHRIRAJ","Payment In-Progress","2750"
"2674","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18172/2025-2026/144452","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","MANNA LAL RAWAT","UDAIPUR(ST)","27-Aug-2026","PRITHRIRAJ","Payment In-Progress","3250"
"2675","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18172/2025-2026/144452","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","MANNA LAL RAWAT","UDAIPUR(ST)","27-Aug-2026","RATAN LAL GAYARI","Payment In-Progress","2750"
"2676","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18172/2025-2026/144452","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","MANNA LAL RAWAT","UDAIPUR(ST)","27-Aug-2026","RATAN LAL GAYARI","Payment In-Progress","7800"
"2677","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18172/2025-2026/144452","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","MANNA LAL RAWAT","UDAIPUR(ST)","27-Aug-2026","SHANKAR LAL GAYARI","Payment In-Progress","6600"
"2678","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18172/2025-2026/144452","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","MANNA LAL RAWAT","UDAIPUR(ST)","27-Aug-2026","SHANKAR LAL GAYARI","Payment In-Progress","1750"
"2679","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18172/2025-2026/144452","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","MANNA LAL RAWAT","UDAIPUR(ST)","27-Aug-2026","REKHA GAYARI","Payment In-Progress","2750"
"2680","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18172/2025-2026/144452","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","MANNA LAL RAWAT","UDAIPUR(ST)","27-Aug-2026","REKHA GAYARI","Payment In-Progress","3250"
"2681","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18172/2025-2026/144452","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","MANNA LAL RAWAT","UDAIPUR(ST)","27-Aug-2026","SOHANI BAI GAYARI","Payment In-Progress","2750"
"2682","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18172/2025-2026/144452","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","MANNA LAL RAWAT","UDAIPUR(ST)","27-Aug-2026","SOHANI BAI GAYARI","Payment In-Progress","3250"
"2683","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18172/2025-2026/144452","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","MANNA LAL RAWAT","UDAIPUR(ST)","27-Aug-2026","VALI BAI GAYARI","Payment In-Progress","2750"
"2684","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18172/2025-2026/144452","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","MANNA LAL RAWAT","UDAIPUR(ST)","27-Aug-2026","VALI BAI GAYARI","Payment In-Progress","3250"
"2685","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18172/2025-2026/144452","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","MANNA LAL RAWAT","UDAIPUR(ST)","27-Aug-2026","SOHAN LAL","Payment In-Progress","2750"
"2686","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18172/2025-2026/144452","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","MANNA LAL RAWAT","UDAIPUR(ST)","27-Aug-2026","SOHAN LAL","Payment In-Progress","3250"
"2687","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18172/2025-2026/144452","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","MANNA LAL RAWAT","UDAIPUR(ST)","27-Aug-2026","BHAGWANI BAI","Payment In-Progress","2500"
"2688","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18111/2026-2027/268993","AKOLA(DISTRICT COLLECTOR AKOLA_IDA)","ANUP SANJAY DHOTRE","AKOLA","27-Aug-2026","GRAMPANCHAYAT KARYALAY LAKHPURI","Payment In-Progress","982424"
"2689","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP18181/2025-2026/213160","TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA)","ESWARASAMY K","POLLACHI","27-Aug-2026","BRINDHA","Payment In-Progress","781543"
"2690","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18042/2025-2026/259729","SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA)","SHAMBHAVI","SAMASTIPUR(SC)","27-Aug-2026","DHIRAJ KUMAR","Payment In-Progress","1197855"
"2691","Karnataka","Construction of rooms and halls in school and colleges","WS/MP337/2026-2027/159965","UDUPI(DEPUTY COMMISSIONER UDUPI_IDA)","Shri B Y Raghavendra","SHIMOGA","26-Aug-2026","RAGHAVENDRA","Payment In-Progress","500000"
"2692","Punjab","Installation of multi-gym equipment","WS/MP716/2024-2025/142661","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","26-Aug-2026","National Sports and Games","Payment In-Progress","150000"
"2693","Himachal Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP18328/2026-2027/302342","MANDI(DEPUTY COMMISSIONER MANDI_IDA)","Kangana Ranaut","MANDI","29-Aug-2026","GP Pakhrir","Payment In-Progress","320000"
"2694","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18328/2026-2027/272919","MANDI(DEPUTY COMMISSIONER MANDI_IDA)","Kangana Ranaut","MANDI","27-Aug-2026","GP Sorta","Payment In-Progress","80000"
"2695","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18189/2026-2027/260078","BHADRADRI KOTHAGUDEM(District Collector Bhadradri Ktdm_IDA)","RAMASAHAYAM RAGHURAM REDDY","KHAMMAM","27-Aug-2026","MADDISETTI SATYA PRASAD","Payment In-Progress","499623"
"2696","Tamil Nadu","Development of playfields and sports grounds","WS/MP391/2026-2027/273229","CHENNAI(COMMISSIONER MUNCIPAL CORPORATION CHENNAI_IDA)","Thiru Dayanidhi Maran","CHENNAI CENTRAL","28-Aug-2026","DB VEERRARAGHAVAN","Payment In-Progress","4909657"
"2697","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18222/2026-2027/279447","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","29-Aug-2026","Pradeep Kumar Yadav","Payment In-Progress","941803"
"2698","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18222/2026-2027/280717","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA","JAUNPUR","29-Aug-2026","Pradeep Kumar Yadav","Payment In-Progress","338097"
"2699","Andhra Pradesh","Providing supply pipelines for drinking water","WS/MP524/2025-2026/215305","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Midhun Reddy","RAJAMPET","27-Aug-2026","K MURUSALEEM","Payment In-Progress","199321"
"2700","Tamil Nadu","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18267/2026-2027/270662","KRISHNAGIRI(DISTRICT COLLECTOR KRISHNAGIRI_IDA)","GOPINATH K","KRISHNAGIRI","28-Aug-2026","Shyn Construction Hosur","Payment In-Progress","1758780"
"2701","Tamil Nadu","Construction of community centers and community halls","WS/MP743/2026-2027/190860","CHENGALPATTU(District Collector Chengalpattu_IDA)","Ganesan Selvam","KANCHEEPURAM(SC)","28-Aug-2026","KANNADHASAN V","Payment In-Progress","2321878"
"2702","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP716/2025-2026/189732","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","26-Aug-2026","Gora Bhathal Cement Store","Payment In-Progress","10380"
"2703","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP716/2025-2026/189732","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","26-Aug-2026","Bagga Singh","Payment In-Progress","9749"
"2704","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18314/2025-2026/256967","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","26-Aug-2026","Garg Iron Store Barnala","Payment In-Progress","52805"
"2705","Punjab","Construction of community centers and community halls","WS/MP716/2025-2026/195392","BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","28-Aug-2026","MEGH RAM AMAR NATH","Payment In-Progress","48425"
"2706","Punjab","Construction of community centers and community halls","WS/MP716/2025-2026/195392","BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","28-Aug-2026","MEGH RAM AMAR NATH","Payment In-Progress","43550"
"2707","Punjab","Construction of community centers and community halls","WS/MP716/2025-2026/195392","BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","28-Aug-2026","MEGH RAM AMAR NATH","Payment In-Progress","16900"
"2708","Odisha","Construction of community centers and community halls","WS/MP300/2026-2027/226384","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Smt Aparajita Sarangi","BHUBANESWAR","29-Aug-2026","SUBRAT ROUT","Payment In-Progress","296950"
"2709","Himachal Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP18328/2026-2027/272927","MANDI(DEPUTY COMMISSIONER MANDI_IDA)","Kangana Ranaut","MANDI","29-Aug-2026","Gram Panchayat Thach Tharmi","Payment In-Progress","100000"
"2710","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18429/2026-2027/247336","NANDED(DISTRICT COLLECTOR NANDED_IDA)","Ravindra Vasantrao Chavan","NANDED","27-Aug-2026","GRAM PANCHAYAT KARYALAYA JAKAPUR TQ KANDHAR","Payment In-Progress","494000"
"2711","Haryana","Construction of public toilets and bathrooms","WS/MP329/2026-2027/290631","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Shri  Dharambir Singh","BHIWANI MAHENDRAGARH","27-Aug-2026","Sarv Kalyan Manch","Payment In-Progress","1100000"
"2712","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18328/2026-2027/269189","MANDI(DEPUTY COMMISSIONER MANDI_IDA)","Kangana Ranaut","MANDI","29-Aug-2026","GRAM PANCHAYAT NAU","Payment In-Progress","100000"
"2713","Punjab","Construction of community centers and community halls","WS/MP716/2025-2026/195392","BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","28-Aug-2026","Baba Bullaji Bricks Co Chowke","Payment In-Progress","42250"
"2714","Punjab","Construction of community centers and community halls","WS/MP716/2025-2026/195392","BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","28-Aug-2026","Baba Bullaji Bricks Co Chowke","Payment In-Progress","37100"
"2715","Bihar","Construction of common work sheds/ common covered sitting area","WS/MP18042/2025-2026/260734","SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA)","SHAMBHAVI","SAMASTIPUR(SC)","29-Aug-2026","MAHADEV TRADERS","Payment In-Progress","495977"
"2716","Himachal Pradesh","Development of playfields and sports grounds","WS/MP18328/2026-2027/267694","MANDI(DEPUTY COMMISSIONER MANDI_IDA)","Kangana Ranaut","MANDI","29-Aug-2026","Gram Panchayat Shiva","Payment In-Progress","150000"
"2717","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18263/2025-2026/155534","UDUPI(DEPUTY COMMISSIONER UDUPI_IDA)","KOTA SRINIVAS POOJARY","UDUPI CHIKMAGALUR","28-Aug-2026","CHANDRASHEKAR SHETTY","Payment In-Progress","495929"
"2718","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18034/2025-2026/238703","VAISHALI(DISTRICT PLANNING OFFICER VAISHALI_IDA)","CHIRAG PASWAN","HAJIPUR(SC)","29-Aug-2026","MANOJ KUMAR","Payment In-Progress","989719"
"2719","Madhya Pradesh","Improvement of electricity distribution infrastructure","WS/MP642/2026-2027/199818","SATNA(DISTRICT COLLECTOR SATNA_IDA)","Ganesh Singh","SATNA","29-Aug-2026","SHRI VIJAY SINGH  SATNA","Payment In-Progress","180088"
"2720","Madhya Pradesh","Improvement of electricity distribution infrastructure","WS/MP642/2026-2027/199819","SATNA(DISTRICT COLLECTOR SATNA_IDA)","Ganesh Singh","SATNA","29-Aug-2026","SHRI VIJAY SINGH  SATNA","Payment In-Progress","292603"
"2721","Madhya Pradesh","Improvement of electricity distribution infrastructure","WS/MP642/2026-2027/199816","SATNA(DISTRICT COLLECTOR SATNA_IDA)","Ganesh Singh","SATNA","29-Aug-2026","SHRI VIJAY SINGH  SATNA","Payment In-Progress","254055"
"2722","Madhya Pradesh","Improvement of electricity distribution infrastructure","WS/MP642/2026-2027/255388","SATNA(DISTRICT COLLECTOR SATNA_IDA)","Ganesh Singh","SATNA","29-Aug-2026","SHRI VIJAY SINGH  SATNA","Payment In-Progress","162723"
"2723","Madhya Pradesh","Improvement of electricity distribution infrastructure","WS/MP642/2026-2027/255389","SATNA(DISTRICT COLLECTOR SATNA_IDA)","Ganesh Singh","SATNA","29-Aug-2026","SHRI VIJAY SINGH  SATNA","Payment In-Progress","145917"
"2724","Madhya Pradesh","Improvement of electricity distribution infrastructure","WS/MP642/2026-2027/255391","SATNA(DISTRICT COLLECTOR SATNA_IDA)","Ganesh Singh","SATNA","29-Aug-2026","SHRI VIJAY SINGH  SATNA","Payment In-Progress","126555"
"2725","Madhya Pradesh","Improvement of electricity distribution infrastructure","WS/MP642/2026-2027/199825","SATNA(DISTRICT COLLECTOR SATNA_IDA)","Ganesh Singh","SATNA","29-Aug-2026","SHRI VIJAY SINGH  SATNA","Payment In-Progress","188010"
"2726","Madhya Pradesh","Improvement of electricity distribution infrastructure","WS/MP642/2026-2027/199827","SATNA(DISTRICT COLLECTOR SATNA_IDA)","Ganesh Singh","SATNA","29-Aug-2026","SHRI VIJAY SINGH  SATNA","Payment In-Progress","219572"
"2727","Madhya Pradesh","Improvement of electricity distribution infrastructure","WS/MP642/2026-2027/199828","SATNA(DISTRICT COLLECTOR SATNA_IDA)","Ganesh Singh","SATNA","29-Aug-2026","SHRI VIJAY SINGH  SATNA","Payment In-Progress","241626"
"2728","Madhya Pradesh","Improvement of electricity distribution infrastructure","WS/MP642/2026-2027/199829","SATNA(DISTRICT COLLECTOR SATNA_IDA)","Ganesh Singh","SATNA","29-Aug-2026","SHRI VIJAY SINGH  SATNA","Payment In-Progress","221524"
"2729","Madhya Pradesh","Improvement of electricity distribution infrastructure","WS/MP642/2026-2027/199830","SATNA(DISTRICT COLLECTOR SATNA_IDA)","Ganesh Singh","SATNA","29-Aug-2026","SHRI VIJAY SINGH  SATNA","Payment In-Progress","237489"
"2730","Madhya Pradesh","Improvement of electricity distribution infrastructure","WS/MP642/2026-2027/199832","SATNA(DISTRICT COLLECTOR SATNA_IDA)","Ganesh Singh","SATNA","29-Aug-2026","SHRI VIJAY SINGH  SATNA","Payment In-Progress","184503"
